area_id,area_name,city,area_type,locality_type,pincode,retail_shops,restaurants,banks_atms,medical_facilities,educational_centers,parking_lots,vacant_shops,pedestrian_count_15min,vehicle_count_15min,footfall_intensity,road_condition,street_lighting,cleanliness,avg_daily_customers,avg_transaction_value,monthly_rent,business_growth,property_price_sqft,residential_rent_1bhk,property_trend,google_rating,google_reviews_count,zomato_restaurants,population_estimate,last_survey_date,competition_level,parking_availability,main_issue,news_mentions_6months,col,monthly_rent_capped,property_price_sqft_capped,business_density,business_density_score,total_footfall,footfall_score,infrastructure_score,property_value_score,digital_presence_score,growth_momentum_score,competition_score,vacancy_rate,occupancy_score,economic_health_score,investment_category,recommended_business,risk_score,expected_return
AREA_150,Barwala Zone 2,Patiala,Urban,Commercial,,,,,7,6,,,102.4,61.0,Medium,6.0,5,,60.0,1003.2,,Declining,,,Falling,,,,,,High,Easy,High rent,,38797.0,,,,,132.9,35.11,110.0,,,20,30,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_151,Zirakpur Main Market Zone 2,Mohali,Urban,Commercial,140615.0,54.0,25.0,5.0,4,3,3.0,6.0,223.0,91.0,High,5.0,5,3.0,76.0,975.0,33932.0,Growing,6137.0,20359.0,Stable,4.3,2199.0,25.0,31223.0,2025-01-18,High,Difficult,High rent,10.0,33932.0,33932.0,6137.0,84.0,78.5,268.5,70.94,86.67,77.22,86.0,100,30,10.0,90.0,77.34,High Potential,"Premium F&B, Tech Retail, Co-working",11.0,77.29
AREA_152,VIP Road Zone 2,Karnal,Rural,Residential,147038.0,11.0,2.0,6.0,6,3,,1.0,34.0,19.0,Low,2.0,3,3.0,19.0,1299.0,5301.0,Declining,2784.0,3180.0,Rising,3.8,1985.0,2.0,19360.0,2025-01-04,Low,Easy,High rent,,5301.0,5845.0,2784.0,19.0,17.76,43.5,11.49,53.33,35.03,76.0,20,100,8.33,91.67,38.42,Low Potential,"Essential Services, Kirana, Mobile Recharge",19.83,37.06
AREA_153,Peer Muchalla Zone 2,Zirakpur,Urban,Mixed,146845.0,36.0,16.0,6.0,5,4,,3.0,167.0,111.0,Medium,4.0,5,4.0,56.0,1233.0,30309.0,Declining,5506.0,18185.0,Falling,3.7,,16.0,44549.0,2025-01-13,High,Easy,High rent,,30309.0,30309.0,5506.0,58.0,54.21,222.5,58.78,86.67,69.28,74.0,20,30,7.69,92.31,56.14,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",9.38,61.4
AREA_154,Baltana Zone 2,Ambala,Semi-Urban,Residential,149830.0,16.0,15.0,3.0,4,2,1.0,2.0,66.0,45.0,Medium,4.0,4,2.0,36.0,801.0,14413.0,Declining,4395.0,8647.0,Rising,4.6,640.0,15.0,33215.0,2025-01-14,High,Difficult,Low footfall,6.0,14413.0,14413.0,4395.0,34.0,31.78,88.5,23.38,66.67,55.3,92.0,20,30,11.11,88.89,42.4,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.78,47.56
AREA_155,Lohgarh Zone 2,Solan,Semi-Urban,Mixed,148771.0,26.0,15.0,4.0,4,5,1.0,2.0,99.0,31.0,Medium,3.0,3,3.0,42.0,1235.0,21718.0,Declining,4989.0,13030.0,Falling,3.9,911.0,15.0,27089.0,2025-01-01,Low,Moderate,High rent,3.0,21718.0,21718.0,4989.0,45.0,42.06,114.5,30.25,60.0,62.78,78.0,20,100,7.14,92.86,51.19,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.0,55.83
AREA_156,Gazipur Zone 2,Zirakpur,Urban,Mixed,143269.0,28.0,21.0,6.0,5,3,2.0,3.0,132.0,50.0,Medium,5.0,5,3.0,69.0,1486.0,30144.0,Stable,5351.0,18086.0,Stable,3.6,2008.0,21.0,30969.0,2025-01-04,Medium,Moderate,Poor infrastructure,10.0,30144.0,30144.0,5351.0,55.0,51.4,157.0,41.48,86.67,67.33,72.0,60,60,9.68,90.32,61.03,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",10.78,63.55
AREA_157,Ambala Cantt Zone 2,Chandigarh,Semi-Urban,Residential,141260.0,19.0,14.0,7.0,2,3,2.0,3.0,80.0,51.0,Medium,4.0,3,2.0,55.0,1294.0,14593.0,Stable,4759.0,8755.0,Falling,4.1,433.0,14.0,23212.0,2025-01-01,Low,Difficult,Poor infrastructure,13.0,14593.0,14593.0,4759.0,40.0,37.38,105.5,27.87,60.0,59.88,82.0,60,100,13.64,86.36,55.88,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",21.55,57.48
AREA_158,Ambala City Market Zone 2,Zirakpur,Urban,Mixed,140165.0,26.0,17.0,5.0,5,6,5.0,2.0,171.0,55.0,Medium,5.0,4,3.0,104.0,1444.0,25914.0,Stable,5087.0,15548.0,Rising,4.4,779.0,17.0,34456.0,2025-01-23,Low,Difficult,High rent,12.0,25914.0,25914.0,5087.0,48.0,44.86,198.5,52.44,80.0,64.01,88.0,60,100,7.14,92.86,65.89,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",11.0,65.14
AREA_159,Saha Zone 2,Karnal,Semi-Urban,Residential,141446.0,18.0,8.0,,6,3,,2.0,91.0,39.0,Medium,4.0,3,2.0,60.0,1031.4,17861.0,Declining,4939.0,,Falling,3.8,,,32982.0,2025-01-21,High,Easy,High rent,,17861.0,17861.0,4939.0,,,110.5,29.19,60.0,62.15,76.0,20,30,10.0,90.0,,Low Potential,"Essential Services, Kirana, Mobile Recharge",19.0,
AREA_160,Naraingarh Zone 2,Chandigarh,Urban,Commercial,147516.0,54.0,21.0,,8,6,,5.0,297.0,163.0,High,5.0,4,3.0,179.0,996.2,38797.0,Declining,6926.0,,Stable,4.0,,,36308.0,2025-01-12,High,Easy,High rent,,38797.0,38797.0,6926.0,,,378.5,100.0,80.0,87.15,80.0,20,30,8.47,91.53,,Low Potential,"Essential Services, Kirana, Mobile Recharge",11.93,
AREA_161,Shahzadpur Zone 2,Mohali,Urban,Residential,148440.0,6.0,3.0,12.0,4,5,2.0,0.0,21.0,14.0,Medium,5.0,5,4.0,9.0,781.0,9205.0,Declining,2252.0,5523.0,Rising,4.3,510.0,3.0,33315.0,2025-01-23,High,Easy,High rent,16.0,9205.0,9205.0,2440.0,21.0,19.63,28.0,7.4,93.33,28.34,86.0,20,30,0.0,100.0,37.26,Low Potential,"Essential Services, Kirana, Mobile Recharge",2.0,33.69
AREA_162,Rajpura Zone 2,Zirakpur,Semi-Urban,Mixed,142614.0,28.0,12.0,4.0,6,3,1.0,5.0,110.0,69.0,Medium,4.0,4,3.0,46.0,935.0,20553.0,Growing,4412.0,12331.0,Rising,3.8,764.0,12.0,16848.0,2025-01-17,Medium,Easy,parking shortage,14.0,20553.0,20553.0,4412.0,44.0,41.12,144.5,38.18,73.33,55.52,76.0,100,60,15.15,84.85,61.36,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",18.61,59.02
AREA_163,Nabha Zone 2,Mohali,Semi-Urban,Mixed,140896.0,27.0,9.0,4.0,3,5,0.0,2.0,96.0,62.0,Medium,4.0,4,3.0,62.0,894.0,12037.0,Growing,3675.0,7222.0,Rising,3.2,657.0,9.0,15871.0,2025-01-07,Medium,Difficult,High rent,6.0,12037.0,12037.0,3675.0,40.0,37.38,127.0,33.55,73.33,46.24,64.0,100,60,6.9,93.1,57.46,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",12.83,52.97
AREA_164,Samana Zone 2,Zirakpur,Semi-Urban,Residential,140434.0,23.0,14.0,9.0,3,1,0.0,3.0,97.0,55.0,Medium,3.0,3,3.0,32.0,1299.0,16035.0,Stable,3886.0,9621.0,Stable,3.9,1054.0,14.0,25213.0,2025-01-21,Medium,Easy,High rent,2.0,16035.0,16035.0,3886.0,46.0,42.99,124.5,32.89,60.0,48.9,78.0,60,60,11.54,88.46000000000001,52.19,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",20.08,50.87
AREA_165,Patran Zone 2,Ambala,Urban,Commercial,147093.0,44.0,32.0,11.0,7,4,5.0,6.0,281.0,153.0,High,4.0,4,3.0,178.0,504.0,41292.0,Growing,6826.0,24775.0,Rising,3.9,694.0,32.0,34731.0,2025-01-28,Low,Moderate,parking shortage,,41292.0,41292.0,6826.0,87.0,81.31,357.5,94.45,73.33,85.89,78.0,100,100,12.0,88.0,87.37,High Potential,"Premium F&B, Tech Retail, Co-working",16.4,86.78
AREA_166,Ferozepur Road Zone 2,Panchkula,Urban,Commercial,143970.0,56.0,21.0,5.0,4,7,4.0,10.0,296.0,104.0,High,4.0,4,4.0,192.0,660.0,46740.0,Declining,7830.0,28044.0,Rising,3.7,2334.0,21.0,41297.0,2025-01-11,Medium,Easy,parking shortage,15.0,46740.0,46740.0,7830.0,82.0,76.64,348.0,91.94,80.0,98.53,74.0,20,60,15.15,84.85,72.1,High Potential,"Premium F&B, Tech Retail, Co-working",16.61,82.67
AREA_167,Model Town Zone 2,Zirakpur,Semi-Urban,Commercial,144537.0,18.0,8.0,3.0,5,5,1.0,2.0,101.0,56.0,Medium,3.0,4,3.0,70.0,1157.0,17307.0,Growing,3765.0,10384.0,Stable,4.2,996.0,8.0,26681.0,2025-01-05,Low,Easy,Low footfall,0.0,17307.0,17307.0,3765.0,29.0,27.1,129.0,34.08,66.67,47.38,84.0,100,100,10.0,90.0,60.64,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",17.0,55.34
AREA_168,Civil Lines Zone 2,Ambala,Urban,Commercial,142490.0,67.0,30.0,10.0,8,5,5.0,11.0,213.0,120.0,High,4.0,4,3.0,78.0,1331.0,46112.0,Declining,7710.0,27667.0,Stable,4.6,1560.0,30.0,47793.0,2025-01-28,Low,Easy,High rent,5.0,46112.0,46112.0,7710.0,107.0,100.0,273.0,72.13,73.33,97.02,92.0,20,100,14.1,85.9,77.83,High Potential,"Premium F&B, Tech Retail, Co-working",17.87,85.51
AREA_169,PAU Campus Zone 2,Solan,Semi-Urban,Residential,144865.0,34.0,8.0,7.0,6,5,2.0,3.0,77.0,41.0,Medium,3.0,3,2.0,39.0,1184.0,14629.0,Stable,4017.0,8777.0,Rising,3.5,373.0,8.0,30597.0,2025-01-04,High,Easy,High rent,10.0,14629.0,14629.0,4017.0,49.0,45.79,97.5,25.76,53.33,50.55,70.0,60,30,8.11,91.89,46.86,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",19.68,48.34
AREA_170,Dugri Zone 2,Ambala,Semi-Urban,Commercial,140163.0,19.0,10.0,6.0,1,4,2.0,2.0,103.0,60.0,Medium,4.0,3,3.0,49.0,1291.0,21995.0,Growing,3707.0,13197.0,Rising,4.3,227.0,10.0,15567.0,2025-01-27,High,Moderate,Poor infrastructure,9.0,21995.0,21995.0,3707.0,35.0,32.71,133.0,35.14,66.67,46.65,86.0,100,30,9.52,90.48,55.07,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",16.66,51.7
AREA_171,Sarabha Nagar Zone 2,Mohali,Semi-Urban,Commercial,141349.0,26.0,11.0,7.0,1,2,0.0,2.0,96.0,57.0,Medium,3.0,4,3.0,49.0,856.0,20201.0,Stable,4775.0,12120.0,Falling,4.2,892.0,11.0,27578.0,2025-01-06,Medium,Difficult,Low footfall,4.0,20201.0,20201.0,4775.0,44.0,41.12,124.5,32.89,66.67,60.09,84.0,60,60,7.14,92.86,54.76,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",15.0,56.89
AREA_172,Rajguru Nagar Zone 2,Panchkula,Semi-Urban,Commercial,146063.0,15.0,8.0,4.0,1,3,2.0,1.0,114.0,53.0,Medium,4.0,3,2.0,77.0,941.0,21051.0,Declining,4971.0,12630.0,Rising,4.4,1440.0,8.0,32830.0,2025-01-06,Low,Moderate,parking shortage,12.0,21051.0,21051.0,4971.0,27.0,25.23,140.5,37.12,60.0,62.55,88.0,20,100,6.25,93.75,50.03,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",16.38,55.04
AREA_173,Model Town JL Zone 2,Karnal,Rural,Residential,145692.0,9.0,4.0,7.0,6,5,3.0,1.0,42.0,14.0,Low,2.0,2,3.0,26.0,1316.0,5310.0,Declining,2920.0,3186.0,Rising,3.8,1729.0,4.0,17612.0,2025-01-20,High,Moderate,High rent,12.0,5310.0,5845.0,2920.0,20.0,18.69,49.0,12.95,46.67,36.74,76.0,20,30,10.0,90.0,31.08,Low Potential,"Essential Services, Kirana, Mobile Recharge",23.0,33.34
AREA_174,Civil Lines JL Zone 2,Solan,Rural,Mixed,145312.0,5.0,5.0,3.0,4,5,3.0,0.0,43.0,19.0,Low,3.0,2,2.0,25.0,1294.0,5832.0,Declining,2440.0,3499.0,Stable,4.7,1250.0,5.0,21334.0,2025-01-01,Medium,Easy,Poor infrastructure,7.0,5832.0,5845.0,2440.0,13.0,12.15,52.5,13.87,46.67,30.7,94.0,20,60,0.0,100.0,34.01,Low Potential,"Essential Services, Kirana, Mobile Recharge",16.0,32.69
AREA_175,GT Road Jalandhar Zone 2,Karnal,Semi-Urban,Residential,141322.0,21.0,10.0,7.0,5,4,3.0,3.0,101.0,68.0,Medium,3.0,4,2.0,45.0,629.0,14228.0,Stable,4716.0,8536.0,Falling,3.8,405.0,10.0,34774.0,2025-01-05,High,Moderate,Poor infrastructure,9.0,14228.0,14228.0,4716.0,38.0,35.51,135.0,35.67,60.0,59.34,76.0,60,30,12.5,87.5,49.24,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",20.75,53.28
AREA_176,Nakodar Zone 2,Panchkula,Urban,Commercial,142396.0,55.0,20.0,11.0,7,3,3.0,7.0,286.0,111.0,High,5.0,5,4.0,158.0,938.0,35890.0,Growing,7653.0,21534.0,Stable,3.8,2341.0,20.0,46731.0,2025-01-05,Medium,Moderate,Low footfall,18.0,35890.0,35890.0,7653.0,86.0,80.37,341.5,90.22,93.33,96.3,76.0,100,60,11.29,88.71000000000001,86.47,High Potential,"Premium F&B, Tech Retail, Co-working",9.9,90.4
AREA_177,Phillaur Zone 2,Chandigarh,Urban,Mixed,143932.0,28.0,17.0,8.0,5,7,4.0,2.0,140.0,49.0,Medium,4.0,5,4.0,49.0,951.0,24858.0,Stable,5748.0,14914.0,Falling,4.6,879.0,17.0,30696.0,2025-01-03,Low,Difficult,Poor infrastructure,6.0,24858.0,24858.0,5748.0,53.0,49.53,164.5,43.46,86.67,72.33,92.0,60,100,6.67,93.33,67.61,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",8.67,69.5
AREA_178,Golden Temple Area Zone 2,Ludhiana,Semi-Urban,Mixed,144250.0,28.0,10.0,6.0,3,1,3.0,3.0,72.0,36.0,Medium,3.0,3,2.0,48.0,623.0,17444.0,Declining,4537.0,10466.0,Falling,3.6,1012.0,10.0,33758.0,2025-01-19,High,Easy,parking shortage,1.0,17444.0,17444.0,4537.0,44.0,41.12,90.0,23.78,53.33,57.09,72.0,20,30,9.68,90.32,40.55,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",20.78,47.17
AREA_179,Ranjit Avenue Zone 2,Ambala,Urban,Commercial,144045.0,66.0,28.0,12.0,5,4,2.0,4.0,269.0,96.0,High,5.0,5,3.0,150.0,929.0,43293.0,Declining,7261.0,25975.0,Stable,4.2,1297.0,28.0,32442.0,2025-01-14,Low,Moderate,Poor infrastructure,18.0,43293.0,43293.0,7261.0,106.0,99.07,317.0,83.75,86.67,91.37,84.0,20,100,5.71,94.29,80.25,High Potential,"Premium F&B, Tech Retail, Co-working",8.0,84.7
AREA_180,Lawrence Road Zone 2,Zirakpur,Semi-Urban,Mixed,,29.0,,,5,2,,5.0,98.2,53.0,Medium,,4,3.0,51.8,899.8,,Declining,,,Rising,,,,20223.0,,Low,Easy,High rent,,16898.0,,,,,124.7,32.95,70.0,,,20,100,14.71,85.28999999999999,,Low Potential,"Essential Services, Kirana, Mobile Recharge",19.3,
AREA_181,Mall Road ASR Zone 2,Jalandhar,Semi-Urban,Residential,147089.0,31.0,12.0,6.0,2,2,0.0,6.0,116.0,50.0,Medium,4.0,3,3.0,58.0,978.0,16173.0,Growing,3798.0,9703.0,Stable,3.3,1692.0,12.0,23652.0,2025-01-26,Low,Easy,Low footfall,5.0,16173.0,16173.0,3798.0,49.0,45.79,141.0,37.25,66.67,47.79,66.0,100,100,16.22,83.78,63.2,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",21.35,57.04
AREA_182,Chheharta Zone 2,Amritsar,Semi-Urban,Residential,144001.0,27.0,10.0,6.0,4,4,3.0,4.0,106.0,61.0,Medium,3.0,4,2.0,69.0,771.0,18759.0,Growing,4629.0,11255.0,Stable,4.3,2064.0,10.0,34288.0,2025-01-26,High,Easy,High rent,2.0,18759.0,18759.0,4629.0,43.0,40.19,136.5,36.06,60.0,58.25,86.0,100,30,12.9,87.1,57.12,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",21.03,57.57
AREA_183,Mall Road Shimla Zone 2,Mohali,Urban,Residential,144840.0,9.0,2.0,11.0,9,3,5.0,0.0,47.0,18.0,Medium,4.0,4,4.0,22.0,908.0,5845.0,Stable,2513.0,3507.0,Rising,4.3,1259.0,2.0,30203.0,2025-01-08,High,Easy,parking shortage,19.0,5845.0,5845.0,2513.0,22.0,20.56,56.0,14.8,80.0,31.62,86.0,60,30,0.0,100.0,43.17,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",6.0,38.55
AREA_184,Lakkar Bazaar Zone 2,Panchkula,Urban,Commercial,144176.0,49.0,20.0,7.0,5,5,5.0,3.0,260.0,111.0,High,5.0,5,3.0,126.0,863.0,44380.0,Growing,6977.0,26628.0,Rising,3.8,1762.0,20.0,44133.0,2025-01-06,High,Difficult,High rent,5.0,44380.0,44380.0,6977.0,76.0,71.03,315.5,83.36,86.67,87.79,76.0,100,30,5.77,94.23,78.35,High Potential,"Premium F&B, Tech Retail, Co-working",8.04,82.13
AREA_185,Lower Bazaar Zone 2,Amritsar,Semi-Urban,Commercial,144484.0,30.0,11.0,7.0,5,1,3.0,2.0,67.0,43.0,Medium,3.0,4,2.0,39.0,1176.0,12247.0,Growing,4086.0,7348.0,Falling,4.3,1720.0,11.0,28686.0,2025-01-20,High,Easy,High rent,,12247.0,12247.0,4086.0,48.0,44.86,88.5,23.38,60.0,51.42,86.0,100,30,6.25,93.75,54.95,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",16.38,53.54
AREA_186,Sanjauli Zone 2,Amritsar,Rural,Mixed,147953.0,12.0,2.0,8.0,4,1,,0.0,39.0,15.0,Low,2.0,2,3.0,24.0,520.0,9174.0,Stable,2378.0,5504.0,Stable,4.3,,2.0,7299.0,2025-01-23,Low,Easy,High rent,,9174.0,9174.0,2440.0,22.0,20.56,46.5,12.29,46.67,29.92,86.0,60,100,0.0,100.0,44.52,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",16.0,38.68
AREA_187,Dhalli Zone 2,Jalandhar,Semi-Urban,Mixed,144293.0,22.0,15.0,8.0,4,1,3.0,2.0,99.0,43.0,Medium,3.0,4,3.0,30.0,1498.0,14443.0,Declining,3658.0,8665.0,Falling,4.5,915.0,15.0,27849.0,2025-01-18,Low,Difficult,High rent,11.0,14443.0,14443.0,3658.0,45.0,42.06,120.5,31.84,66.67,46.03,90.0,20,100,8.33,91.67,51.67,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",15.83,49.41
AREA_188,Baddi Industrial Zone 2,Patiala,Semi-Urban,Residential,146808.0,17.0,12.0,3.0,1,2,3.0,3.0,77.0,32.0,Medium,4.0,4,3.0,49.0,518.0,16816.0,Declining,3832.0,10089.0,Stable,3.3,274.0,12.0,27964.0,2025-01-07,Medium,Easy,High rent,6.0,16816.0,16816.0,3832.0,32.0,29.91,93.0,24.57,73.33,48.22,66.0,20,60,15.0,85.0,42.79,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",18.5,44.96
AREA_189,Nalagarh Zone 2,Jalandhar,Semi-Urban,Residential,147567.0,20.0,11.0,3.0,2,3,3.0,1.0,85.0,37.0,Medium,4.0,4,2.0,34.0,1156.0,16340.0,Declining,4007.0,9804.0,Falling,4.3,1115.0,11.0,22209.0,2025-01-18,Low,Difficult,High rent,3.0,16340.0,16340.0,4007.0,34.0,31.78,103.5,27.34,66.67,50.42,86.0,20,100,4.76,95.24,48.93,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",13.33,49.53
AREA_190,Parwanoo Zone 2,Patiala,Urban,Commercial,142466.0,65.0,27.0,6.0,9,5,2.0,9.0,204.0,135.0,High,5.0,5,4.0,112.0,1272.0,31455.0,Declining,6812.0,18873.0,Stable,4.2,2122.0,27.0,35456.0,2025-01-20,Medium,Moderate,High rent,9.0,31455.0,31455.0,6812.0,98.0,91.59,271.5,71.73,93.33,85.72,84.0,20,60,12.16,87.84,72.92,High Potential,"Premium F&B, Tech Retail, Co-working",10.51,78.04
AREA_191,Solan Town Zone 2,Zirakpur,Semi-Urban,Commercial,141196.0,24.0,9.0,4.0,2,4,1.0,2.0,107.0,56.0,Medium,3.0,4,3.0,43.0,1018.0,15984.0,Declining,4426.0,9590.0,Stable,3.8,1702.0,9.0,23342.0,2025-01-08,High,Moderate,parking shortage,2.0,15984.0,15984.0,4426.0,37.0,34.58,135.0,35.67,66.67,55.69,76.0,20,30,7.69,92.31,43.62,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",15.38,48.45
AREA_192,Kasauli Zone 2,Mohali,Urban,Commercial,,,,,4,5,,5.0,253.8,143.0,High,,5,,139.8,1121.2,,Declining,,,Rising,,,,,,Low,Easy,High rent,,38797.0,,,,,325.3,85.94,100.0,,,20,100,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_193,Karnal Market Zone 2,Jalandhar,Semi-Urban,Mixed,148681.0,15.0,15.0,9.0,3,2,1.0,2.0,111.0,71.0,Medium,3.0,3,2.0,73.0,833.0,13709.0,Declining,3518.0,8225.0,Falling,4.3,1744.0,15.0,19846.0,2025-01-27,Low,Difficult,parking shortage,,13709.0,13709.0,3518.0,39.0,36.45,146.5,38.71,53.33,44.27,86.0,20,100,11.76,88.24,49.17,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",22.23,47.21
AREA_194,Sector 13 Karnal Zone 2,Zirakpur,Urban,Commercial,142755.0,55.0,22.0,6.0,7,3,5.0,4.0,269.0,126.0,High,5.0,5,4.0,139.0,873.0,31746.0,Stable,7947.0,19047.0,Rising,3.5,1364.0,22.0,35834.0,2025-01-02,High,Easy,parking shortage,19.0,31746.0,31746.0,7947.0,83.0,77.57,332.0,87.71,93.33,100.0,70.0,60,30,6.78,93.22,76.3,High Potential,"Premium F&B, Tech Retail, Co-working",6.75,85.78
AREA_195,Gharaunda Zone 2,Shimla,Semi-Urban,Mixed,147855.0,25.0,8.0,8.0,1,5,3.0,3.0,75.0,48.0,Medium,3.0,4,2.0,27.0,1085.0,15706.0,Growing,4011.0,9423.0,Stable,4.3,674.0,8.0,31247.0,2025-01-06,Low,Moderate,High rent,0.0,15706.0,15706.0,4011.0,41.0,38.32,99.0,26.16,60.0,50.47,86.0,100,100,10.71,89.28999999999999,61.03,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",19.5,56.81
AREA_196,Nilokheri Zone 2,Karnal,Semi-Urban,Mixed,142156.0,32.0,15.0,7.0,3,2,2.0,5.0,103.0,40.0,Medium,3.0,4,2.0,57.0,631.0,21479.0,Declining,4906.0,12887.0,Rising,3.3,502.0,15.0,25022.0,2025-01-19,Low,Difficult,High rent,11.0,21479.0,21479.0,4906.0,54.0,50.47,123.0,32.5,60.0,61.73,66.0,20,100,13.51,86.49,51.95,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",21.46,55.86
AREA_197,Sector 17 Market Zone 3,Patiala,Rural,Commercial,144852.0,12.0,5.0,7.0,3,4,,1.0,25.0,8.0,Low,3.0,3,3.0,10.0,1421.0,6920.0,Declining,2578.0,4152.0,Falling,3.5,,5.0,11515.0,2025-01-28,Low,Easy,parking shortage,,6920.0,6920.0,2578.0,24.0,22.43,29.0,7.66,60.0,32.44,70.0,20,100,7.69,92.31,38.76,Low Potential,"Essential Services, Kirana, Mobile Recharge",17.38,36.23
AREA_198,Sector 22 Zone 3,Panchkula,Urban,Residential,143483.0,11.0,6.0,11.0,8,6,4.0,1.0,21.0,14.0,Medium,4.0,4,4.0,9.0,1139.0,8927.0,Stable,2106.0,5356.0,Rising,3.7,1137.0,6.0,35121.0,2025-01-19,Low,Moderate,parking shortage,12.0,8927.0,8927.0,2440.0,28.0,26.17,28.0,7.4,80.0,26.5,74.0,60,100,8.33,91.67,48.15,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",11.83,39.49
AREA_199,Sector 35 Zone 3,Jalandhar,Semi-Urban,Residential,,,,,4,5,,,102.4,52.0,Medium,6.0,4,,58.4,874.6,,Declining,,,Rising,,,,,,Low,Easy,High rent,,17613.0,,,,,128.4,33.92,100.0,,,20,100,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_200,Sector 43 Zone 3,Patiala,Urban,Commercial,,61.0,21.0,,5,4,,5.0,208.0,100.0,High,4.0,5,3.0,90.4,996.4,43216.0,Declining,6480.0,,Stable,3.6,,,42836.0,2025-01-15,Low,Easy,High rent,,43216.0,43216.0,6480.0,,,258.0,68.16,80.0,81.54,72.0,20,100,7.58,92.42,,Low Potential,"Essential Services, Kirana, Mobile Recharge",11.31,
